[6],Compound::DB04540,-0.1250646710395813
[8],Compound::DB01224,-0.13244186341762543
[9],Compound::DB00295,-0.135432630777359
[11],Compound::DB00515,-0.13710395991802216
[12],Compound::DB09341,-0.14528262615203857
[13],Compound::DB00143,-0.15114769339561462
[15],Compound::DB04216,-0.15679287910461426
[16],Compound::DB00907,-0.15733285248279572
[17],Compound::DB06774,-0.15746210515499115
[20],Compound::DB00171,-0.16215726733207703
[22],Compound::DB00624,-0.17482610046863556
[25],Compound::DB02527,-0.17842411994934082
[26],Compound::DB00783,-0.18119443953037262
[28],Compound::DB00997,-0.1844681352376938
[32],Compound::DB00563,-0.1951167732477188
[33],Compound::DB00363,-0.1968984454870224
[35],Compound::DB00661,-0.19837667047977448
[36],Compound::DB04630,-0.20102301239967346
[38],Compound::DB04652,-0.20188367366790771
[39],Compound::DB00502,-0.2024267166852951
[42],Compound::DB00477,-0.20295020937919617
[44],Compound::DB01233,-0.20525988936424255
[46],Compound::DB01229,-0.20591938495635986
[48],Compound::DB00755,-0.20846834778785706
[49],Compound::DB00640,-0.20932379364967346
