relation_1	relation_2	pair-wise relation embedding cosine similarity
GNBR::E::Compound:Gene	GNBR::E+::Compound:Gene	0.9777630567550659
GNBR::E::Compound:Gene	GNBR::K::Compound:Gene	0.9715111255645752
GNBR::N::Compound:Gene	GNBR::E-::Compound:Gene	0.9454846382141113
GNBR::E::Compound:Gene	GNBR::E-::Compound:Gene	0.9421091079711914
GNBR::K::Compound:Gene	GNBR::E+::Compound:Gene	0.9334302544593811
GNBR::E+::Compound:Gene	GNBR::E-::Compound:Gene	0.9268208742141724
GNBR::L::Gene:Disease	GNBR::G::Gene:Disease	0.9133875370025635
GNBR::K::Compound:Gene	GNBR::E-::Compound:Gene	0.9058839082717896
GNBR::L::Gene:Disease	GNBR::X::Gene:Disease	0.9045830965042114
GNBR::G::Gene:Disease	GNBR::X::Gene:Disease	0.8986401557922363
GNBR::J::Gene:Disease	GNBR::Te::Gene:Disease	0.8962662220001221
GNBR::J::Gene:Disease	GNBR::Md::Gene:Disease	0.8943880796432495
GNBR::E::Compound:Gene	GNBR::N::Compound:Gene	0.8845397233963013
GNBR::N::Compound:Gene	GNBR::A-::Compound:Gene	0.8817795515060425
GNBR::N::Compound:Gene	GNBR::E+::Compound:Gene	0.8766233921051025
GNBR::L::Gene:Disease	GNBR::Ud::Gene:Disease	0.8735669851303101
GNBR::B::Compound:Gene	GNBR::O::Compound:Gene	0.872850239276886
GNBR::Te::Gene:Disease	GNBR::Md::Gene:Disease	0.8702517747879028
GNBR::Md::Gene:Disease	GNBR::X::Gene:Disease	0.8696434497833252
GNBR::J::Gene:Disease	GNBR::X::Gene:Disease	0.8693679571151733
GNBR::A+::Compound:Gene	GNBR::E+::Compound:Gene	0.868769645690918
GNBR::E::Compound:Gene	GNBR::A+::Compound:Gene	0.8683611154556274
Hetionet::AdG::Anatomy:Gene	Hetionet::AuG::Anatomy:Gene	0.8677951097488403
GNBR::Md::Gene:Disease	GNBR::G::Gene:Disease	0.8625797629356384
GNBR::E::Compound:Gene	GNBR::O::Compound:Gene	0.8624194264411926
GNBR::E::Compound:Gene	GNBR::B::Compound:Gene	0.8588436841964722
GNBR::L::Gene:Disease	GNBR::Md::Gene:Disease	0.857350766658783
bioarx::DrugHumGen:Compound:Gene	DRUGBANK::target::Compound:Gene	0.8572571277618408
GNBR::G::Gene:Disease	GNBR::Ud::Gene:Disease	0.8548572063446045
GNBR::E+::Compound:Gene	GNBR::B::Compound:Gene	0.8539942502975464
GNBR::E+::Compound:Gene	GNBR::O::Compound:Gene	0.8535213470458984
GNBR::A+::Compound:Gene	GNBR::B::Compound:Gene	0.853330135345459
GNBR::N::Compound:Gene	GNBR::K::Compound:Gene	0.8531315326690674
GNBR::E::Compound:Gene	GNBR::Z::Compound:Gene	0.8527027368545532
GNBR::X::Gene:Disease	GNBR::Ud::Gene:Disease	0.8520492315292358
GNBR::A+::Compound:Gene	GNBR::E-::Compound:Gene	0.851738691329956
GNBR::K::Compound:Gene	GNBR::O::Compound:Gene	0.8509577512741089
GNBR::J::Gene:Disease	GNBR::G::Gene:Disease	0.8486016988754272
GNBR::Y::Gene:Disease	GNBR::J::Gene:Disease	0.8484927415847778
GNBR::K::Compound:Gene	GNBR::B::Compound:Gene	0.846891462802887
GNBR::L::Gene:Disease	GNBR::J::Gene:Disease	0.8459985256195068
GNBR::O::Compound:Gene	GNBR::Z::Compound:Gene	0.8436210751533508
GNBR::A+::Compound:Gene	GNBR::K::Compound:Gene	0.843087911605835
GNBR::A+::Compound:Gene	GNBR::N::Compound:Gene	0.8423008918762207
GNBR::T::Compound:Disease	GNBR::J::Compound:Disease	0.8409715294837952
GNBR::K::Compound:Gene	GNBR::Z::Compound:Gene	0.8407549858093262
GNBR::Md::Gene:Disease	GNBR::Ud::Gene:Disease	0.8398019075393677
GNBR::J::Gene:Disease	GNBR::Ud::Gene:Disease	0.8393585085868835
GNBR::J::Gene:Disease	GNBR::D::Gene:Disease	0.8391816020011902
GNBR::Y::Gene:Disease	GNBR::Te::Gene:Disease	0.8389204740524292
GNBR::Te::Gene:Disease	GNBR::X::Gene:Disease	0.8338768482208252
GNBR::B::Compound:Gene	GNBR::Z::Compound:Gene	0.8306697607040405
Hetionet::CuG::Compound:Gene	Hetionet::CdG::Compound:Gene	0.8303407430648804
GNBR::E-::Compound:Gene	GNBR::O::Compound:Gene	0.8296998143196106
GNBR::Te::Gene:Disease	GNBR::G::Gene:Disease	0.828018307685852
GNBR::E+::Compound:Gene	GNBR::Z::Compound:Gene	0.8271435499191284
GNBR::A-::Compound:Gene	GNBR::E-::Compound:Gene	0.825289249420166
GNBR::E-::Compound:Gene	GNBR::Z::Compound:Gene	0.8251115083694458
GNBR::D::Gene:Disease	GNBR::X::Gene:Disease	0.8216769099235535
GNBR::A+::Compound:Gene	GNBR::A-::Compound:Gene	0.82054603099823
GNBR::Sa::Compound:Disease	GNBR::Pa::Compound:Disease	0.8198935985565186
GNBR::Y::Gene:Disease	GNBR::Md::Gene:Disease	0.8180915117263794
GNBR::T::Compound:Disease	GNBR::Sa::Compound:Disease	0.8179112672805786
GNBR::B::Compound:Gene	GNBR::E-::Compound:Gene	0.8179039359092712
GNBR::Md::Gene:Disease	GNBR::D::Gene:Disease	0.8174686431884766
GNBR::Sa::Compound:Disease	GNBR::Pr::Compound:Disease	0.8172205686569214
GNBR::Mp::Compound:Disease	GNBR::J::Compound:Disease	0.8157253265380859
GNBR::L::Gene:Disease	GNBR::D::Gene:Disease	0.8157107830047607
Hetionet::AuG::Anatomy:Gene	Hetionet::AeG::Anatomy:Gene	0.8155867457389832
GNBR::U::Gene:Disease	GNBR::Y::Gene:Disease	0.8152591586112976
GNBR::L::Gene:Disease	GNBR::Te::Gene:Disease	0.8146147727966309
bioarx::DrugHumGen:Compound:Gene	Hetionet::CbG::Compound:Gene	0.8127788305282593
GNBR::Y::Gene:Disease	GNBR::G::Gene:Disease	0.8118826150894165
GNBR::G::Gene:Disease	GNBR::D::Gene:Disease	0.8103501796722412
GNBR::T::Compound:Disease	GNBR::Pa::Compound:Disease	0.8094515204429626
Hetionet::DdG::Disease:Gene	Hetionet::DuG::Disease:Gene	0.8076552152633667
GNBR::Te::Gene:Disease	GNBR::D::Gene:Disease	0.8060523867607117
DGIDB::OTHER::Gene:Compound	DGIDB::BINDER::Gene:Compound	0.8050856590270996
GNBR::Te::Gene:Disease	GNBR::Ud::Gene:Disease	0.8046703338623047
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.8033526539802551
GNBR::L::Gene:Disease	GNBR::Y::Gene:Disease	0.803113579750061
GNBR::A+::Compound:Gene	GNBR::O::Compound:Gene	0.8007279634475708
GNBR::T::Compound:Disease	GNBR::Mp::Compound:Disease	0.8004564046859741
GNBR::Y::Gene:Disease	GNBR::X::Gene:Disease	0.8003250956535339
GNBR::N::Compound:Gene	GNBR::O::Compound:Gene	0.7986807823181152
GNBR::Sa::Compound:Disease	GNBR::J::Compound:Disease	0.7937096357345581
GNBR::Pr::Compound:Disease	GNBR::J::Compound:Disease	0.7936109304428101
